vehicle_id,now_avg_kmpl,now_avg_kmpl_inv,now_total_fuel_cost_inr,now_avg_co2_kg,future_avg_kmpl,future_avg_kmpl_inv,future_total_fuel_cost_inr,future_avg_co2_kg
VEH-02395,18.46,0.0542,264706.45,2.67,16.64,0.0601,311943.74,2.81
VEH-02396,15.01,0.0666,364349.29,3.09,13.98,0.0715,399361.58,3.44
VEH-02397,17.1,0.0585,143876.6,2.52,15.16,0.066,179677.27,2.73
VEH-02398,14.45,0.0692,512706.19,3.68,13.26,0.0754,634154.31,4.08
VEH-02399,19.4,0.0515,147050.04,2.22,18.75,0.0533,166346.1,2.55
VEH-02400,17.83,0.0561,148744.42,2.24,17.21,0.0581,161974.1,2.57
VEH-02401,18.02,0.0555,238432.48,2.57,17.0,0.0588,285323.81,3.01
VEH-02402,15.15,0.066,499012.01,3.41,13.96,0.0716,621024.38,3.89
VEH-02403,14.96,0.0668,519651.9,3.08,14.05,0.0712,624870.96,3.43
VEH-02404,16.55,0.0604,415478.67,3.04,14.76,0.0678,451667.57,3.33
VEH-02405,13.76,0.0727,531235.75,3.35,13.07,0.0765,629150.21,3.78
VEH-02406,15.35,0.0651,377486.54,2.89,14.01,0.0714,420738.1,3.26
VEH-02407,18.28,0.0547,140229.58,2.52,16.79,0.0596,159108.17,2.68
VEH-02408,11.49,0.087,971084.45,4.62,10.19,0.0981,1169406.83,5.38
VEH-02409,11.49,0.087,823108.35,3.45,10.02,0.0998,898207.37,3.98
VEH-02410,16.97,0.0589,282063.73,2.97,16.26,0.0615,305817.73,3.29
VEH-02411,18.89,0.0529,126151.24,2.05,17.26,0.0579,143536.82,2.3
VEH-02412,12.63,0.0792,480622.15,3.17,11.01,0.0908,590547.03,3.79
VEH-02413,12.68,0.0789,704411.3,4.02,11.04,0.0906,868912.21,4.43
VEH-02414,14.73,0.0679,604459.94,3.45,13.77,0.0726,681213.48,4.04
VEH-02415,13.35,0.0749,549925.47,3.33,11.42,0.0876,611855.08,3.6
VEH-02416,13.19,0.0758,568634.37,3.4,12.23,0.0818,684243.98,4.05
VEH-02417,16.05,0.0623,423140.3,3.02,15.23,0.0657,470016.5,3.33
VEH-02418,15.48,0.0646,429646.68,3.31,13.99,0.0715,486501.87,3.74
VEH-02419,16.56,0.0604,268781.6,2.72,15.92,0.0628,306345.32,3.21
VEH-02420,15.53,0.0644,331571.86,2.78,13.61,0.0735,410911.17,3.07
VEH-02421,17.78,0.0562,229722.71,2.66,15.78,0.0634,255127.57,2.93
VEH-02422,9.28,0.1078,1161200.74,4.07,7.32,0.1366,1419903.25,4.88
VEH-02423,15.93,0.0628,311280.44,2.43,14.14,0.0707,336808.97,2.77
VEH-02424,11.62,0.0861,956651.02,3.99,10.8,0.0926,1072041.34,4.56
VEH-02425,19.37,0.0516,162714.99,2.64,17.37,0.0576,191374.51,2.83
VEH-02426,15.42,0.0649,349908.91,3.1,14.73,0.0679,420013.95,3.53
VEH-02427,17.44,0.0573,168707.27,2.78,16.73,0.0598,197505.22,3.27
VEH-02428,14.83,0.0674,341624.65,2.87,13.51,0.074,420270.27,3.03
VEH-02429,17.67,0.0566,211431.95,2.76,15.83,0.0632,253787.29,3.0
VEH-02430,15.16,0.066,380548.91,2.71,13.92,0.0718,452908.34,3.25
VEH-02431,15.25,0.0656,550373.33,3.72,13.87,0.0721,615046.25,4.07
VEH-02432,17.29,0.0578,109020.01,1.78,15.86,0.0631,129949.2,2.01
VEH-02433,15.01,0.0666,359736.24,2.85,13.11,0.0763,399305.08,3.03
VEH-02434,15.07,0.0664,354515.41,2.98,13.88,0.072,393605.45,3.15
VEH-02435,18.81,0.0532,140815.59,2.56,17.52,0.0571,165035.5,2.87
VEH-02436,15.9,0.0629,239938.4,2.68,14.24,0.0702,282923.78,2.89
VEH-02437,16.54,0.0605,323115.73,3.05,15.89,0.0629,382242.21,3.38
VEH-02438,15.99,0.0625,435713.23,3.43,14.58,0.0686,520732.96,3.9
VEH-02439,15.74,0.0635,495646.51,3.45,15.07,0.0664,613656.75,3.83
VEH-02440,16.8,0.0595,227143.95,2.69,16.04,0.0623,271510.41,3.03
VEH-02441,16.24,0.0616,228878.69,2.51,15.11,0.0662,256838.47,2.71
VEH-02442,14.65,0.0683,516197.51,3.28,12.84,0.0779,616077.39,3.47
VEH-02443,11.38,0.0879,1015422.86,4.53,10.41,0.0961,1127364.43,5.01
VEH-02444,16.31,0.0613,320550.56,2.82,15.47,0.0646,395913.79,3.06
VEH-02445,15.05,0.0664,490091.89,3.15,13.21,0.0757,578970.14,3.51
VEH-02446,16.79,0.0596,332146.25,2.91,15.96,0.0627,359386.66,3.42
VEH-02447,18.47,0.0541,158820.63,2.47,17.91,0.0558,196629.58,2.91
VEH-02448,20.0,0.05,104098.86,2.14,19.16,0.0522,126011.5,2.49
VEH-02449,16.68,0.06,368406.59,3.07,15.21,0.0657,398005.95,3.57
VEH-02450,17.12,0.0584,290250.22,2.88,16.06,0.0623,318559.71,3.2
VEH-02451,12.82,0.078,771785.48,3.85,11.77,0.085,914311.09,4.39
VEH-02452,13.03,0.0767,742943.72,3.76,11.57,0.0864,817884.04,4.06
VEH-02453,13.1,0.0763,724837.55,3.96,11.39,0.0878,796253.35,4.16
VEH-02454,18.56,0.0539,199899.84,2.31,17.39,0.0575,236805.43,2.63
VEH-02455,15.28,0.0654,392981.55,3.32,14.72,0.0679,470002.59,3.95
VEH-02456,15.93,0.0628,321219.98,2.86,14.37,0.0696,353589.08,3.42
VEH-02457,15.34,0.0652,467027.44,3.67,13.69,0.073,559973.49,4.24
VEH-02458,16.51,0.0606,429658.07,3.58,15.88,0.063,509428.86,3.86
VEH-02459,14.29,0.07,478003.8,2.91,13.48,0.0742,541633.86,3.31
VEH-02460,13.05,0.0766,738973.34,4.26,12.06,0.0829,859473.19,5.08
VEH-02461,11.91,0.084,683257.05,3.63,10.63,0.0941,799422.28,3.93
VEH-02462,14.45,0.0692,470254.94,2.87,13.92,0.0718,564943.94,3.21
VEH-02463,16.16,0.0619,289166.19,2.85,15.65,0.0639,348302.95,3.19
VEH-02464,17.55,0.057,442290.28,3.44,16.83,0.0594,518353.3,3.99
VEH-02465,13.26,0.0754,624895.53,3.68,11.63,0.086,742760.95,4.35
VEH-02466,10.42,0.096,939569.21,3.72,8.91,0.1122,1058992.99,4.23
VEH-02467,14.75,0.0678,669013.59,4.42,13.72,0.0729,749187.31,4.88
VEH-02468,13.03,0.0767,747981.06,4.0,11.28,0.0887,843454.76,4.67
VEH-02469,17.9,0.0559,57045.36,2.27,17.29,0.0578,65153.61,2.49
VEH-02470,14.59,0.0685,566292.14,3.71,13.37,0.0748,688243.35,4.27
VEH-02471,11.97,0.0835,667657.12,3.61,10.9,0.0917,733929.83,4.2
VEH-02472,17.22,0.0581,280743.29,3.12,16.1,0.0621,317102.6,3.5
VEH-02473,15.83,0.0632,305101.97,2.8,14.18,0.0705,361593.45,3.11
VEH-02474,16.08,0.0622,225041.1,2.85,14.71,0.068,247505.59,3.14
VEH-02475,17.89,0.0559,206703.3,2.59,17.24,0.058,231156.41,2.74
VEH-02476,15.4,0.0649,343898.32,2.59,14.85,0.0673,414297.31,3.06
VEH-02477,14.98,0.0668,375598.09,3.15,13.97,0.0716,417015.21,3.72
VEH-02478,15.46,0.0647,253616.72,2.54,13.66,0.0732,284829.29,2.77
VEH-02479,10.82,0.0924,915830.4,4.0,10.25,0.0976,993479.46,4.53
VEH-02480,15.5,0.0645,462675.49,3.22,13.78,0.0726,512428.44,3.64
VEH-02481,18.12,0.0552,196053.27,2.5,16.81,0.0595,217829.47,2.82
VEH-02482,15.54,0.0644,454933.34,3.53,14.75,0.0678,529625.66,3.79
VEH-02483,17.32,0.0577,210699.17,2.63,16.57,0.0604,261638.5,2.97
VEH-02484,13.19,0.0758,501472.17,3.06,12.08,0.0828,621242.11,3.28
VEH-02485,14.63,0.0684,487561.72,3.24,13.34,0.075,528673.25,3.53
VEH-02486,17.79,0.0562,337487.23,3.17,16.47,0.0607,388096.1,3.38
VEH-02487,16.06,0.0623,354902.93,2.82,15.29,0.0654,435676.16,3.38
VEH-02488,15.86,0.0631,338899.46,2.72,14.98,0.0668,395431.17,2.93
VEH-02489,13.46,0.0743,571561.24,3.59,12.37,0.0808,645838.62,3.95
VEH-02490,13.61,0.0735,619003.19,3.29,13.09,0.0764,754920.01,3.87
VEH-02491,15.37,0.0651,507099.06,3.3,14.76,0.0678,601614.56,3.66
VEH-02492,17.65,0.0567,230451.44,2.33,16.11,0.0621,287530.54,2.46
VEH-02493,18.53,0.054,320224.83,2.8,17.92,0.0558,390754.54,3.2
VEH-02494,16.2,0.0617,431175.22,3.26,15.07,0.0664,488053.09,3.42
VEH-02495,13.18,0.0759,623032.02,3.22,11.53,0.0867,674194.72,3.73
VEH-02496,16.2,0.0617,172685.46,2.36,14.55,0.0687,205305.34,2.6
VEH-02497,19.14,0.0522,118704.37,2.12,18.16,0.0551,147323.36,2.32
VEH-02498,16.83,0.0594,343914.23,3.22,15.58,0.0642,405683.44,3.54
VEH-02499,12.45,0.0803,869601.67,4.34,11.53,0.0867,968449.12,5.15
VEH-02500,18.32,0.0546,233108.9,2.52,17.36,0.0576,276297.03,2.73
VEH-02501,18.05,0.0554,42793.05,2.25,17.01,0.0588,51120.04,2.7
VEH-02502,17.49,0.0572,354504.65,3.34,16.46,0.0608,409481.75,3.89
VEH-02503,13.86,0.0722,633295.22,3.98,13.2,0.0758,772552.02,4.27
VEH-02504,20.0,0.05,69114.9,1.93,18.19,0.055,82687.11,2.22
VEH-02505,14.15,0.0707,428339.31,3.4,12.98,0.077,490375.49,3.9
VEH-02506,12.07,0.0829,487650.24,3.02,10.58,0.0945,594994.16,3.33
VEH-02507,18.32,0.0546,152728.65,2.29,17.04,0.0587,179440.34,2.52
VEH-02508,19.06,0.0525,26213.8,2.01,18.4,0.0543,30223.23,2.18
VEH-02509,17.09,0.0585,335638.84,2.85,16.07,0.0622,384163.06,3.36
VEH-02510,18.53,0.054,92682.75,2.16,17.32,0.0577,105356.87,2.37
VEH-02511,18.66,0.0536,119326.74,2.25,18.1,0.0552,137075.96,2.63
VEH-02512,17.69,0.0565,261639.77,2.34,15.92,0.0628,300686.26,2.61
VEH-02513,19.34,0.0517,34791.68,2.13,18.8,0.0532,37686.01,2.39
VEH-02514,15.92,0.0628,301075.46,2.34,14.87,0.0672,329006.1,2.76
VEH-02515,15.19,0.0658,461612.11,3.27,14.24,0.0702,550961.72,3.89
VEH-02516,19.2,0.0521,252600.77,2.94,17.36,0.0576,279196.76,3.27
VEH-02517,15.17,0.0659,425490.22,3.31,13.5,0.0741,467794.57,3.85
VEH-02518,17.72,0.0564,212753.2,2.28,16.28,0.0614,241376.48,2.42
VEH-02519,17.01,0.0588,327344.65,3.1,16.09,0.0622,389512.76,3.39
VEH-02520,18.02,0.0555,321801.29,3.01,17.28,0.0579,370238.83,3.5
VEH-02521,19.32,0.0518,113165.5,2.15,17.42,0.0574,139794.87,2.29
VEH-02522,17.37,0.0576,124131.89,2.51,15.78,0.0634,136253.15,2.76
VEH-02523,18.21,0.0549,255063.03,2.68,16.25,0.0615,280562.43,2.94
VEH-02524,14.84,0.0674,495556.81,3.12,14.26,0.0701,565627.44,3.39
VEH-02525,17.11,0.0584,381802.74,3.57,16.43,0.0609,466728.23,4.19
VEH-02526,16.64,0.0601,313788.62,2.89,16.1,0.0621,363333.54,3.33
VEH-02527,14.75,0.0678,518688.01,3.33,13.64,0.0733,610780.15,3.96
VEH-02528,17.13,0.0584,427363.17,3.41,15.52,0.0644,520296.59,3.9
VEH-02529,12.69,0.0788,656634.11,3.94,11.95,0.0837,772212.21,4.27
VEH-02530,18.11,0.0552,129527.44,1.97,16.59,0.0603,161874.76,2.3
VEH-02531,18.13,0.0552,183641.41,2.63,16.77,0.0596,229199.41,2.84
VEH-02532,9.46,0.1057,1287980.49,4.61,7.98,0.1253,1517174.27,5.16
VEH-02533,13.6,0.0735,717447.18,3.81,11.61,0.0861,845123.08,4.42
VEH-02534,15.5,0.0645,471697.61,3.08,14.7,0.068,523247.19,3.32
VEH-02535,17.56,0.0569,180501.8,2.35,16.56,0.0604,221349.86,2.61
VEH-02536,16.75,0.0597,273383.93,2.62,14.77,0.0677,296002.41,2.98
VEH-02537,14.64,0.0683,540560.43,3.41,13.14,0.0761,605025.62,3.77
VEH-02538,16.24,0.0616,145016.14,2.05,15.53,0.0644,164665.02,2.32
VEH-02539,12.63,0.0792,674613.45,3.31,10.99,0.091,734599.42,3.7
VEH-02540,17.34,0.0577,275341.9,2.68,16.63,0.0601,308714.62,3.03
VEH-02541,17.44,0.0573,141818.13,2.4,15.84,0.0631,176269.95,2.53
VEH-02542,16.07,0.0622,287702.71,2.61,14.77,0.0677,357027.13,2.97
VEH-02543,17.94,0.0557,217611.16,2.58,17.01,0.0588,254650.67,3.02
VEH-02544,13.43,0.0745,476481.45,3.25,11.82,0.0846,591134.69,3.65
VEH-02545,14.04,0.0712,708192.28,3.9,13.08,0.0765,845314.51,4.12
VEH-02546,11.64,0.0859,813132.85,4.2,10.28,0.0973,880793.06,4.75
VEH-02547,15.16,0.066,497883.56,3.37,13.23,0.0756,553609.14,3.71
VEH-02548,16.11,0.0621,481491.55,3.18,14.32,0.0698,578542.74,3.44
VEH-02549,11.44,0.0874,822394.89,3.98,10.19,0.0981,982113.13,4.33
VEH-02550,13.52,0.074,726060.57,3.99,12.03,0.0831,797805.45,4.66
VEH-02551,16.18,0.0618,346023.13,2.94,15.22,0.0657,384537.83,3.26
VEH-02552,18.17,0.055,288589.58,2.99,17.07,0.0586,359246.93,3.2
VEH-02553,15.21,0.0657,592256.11,3.39,14.69,0.0681,699986.79,3.78
VEH-02554,16.83,0.0594,285772.7,2.98,16.28,0.0614,313993.06,3.36
VEH-02555,15.98,0.0626,314580.79,3.15,15.11,0.0662,362722.73,3.67
VEH-02556,14.91,0.0671,483637.16,3.23,14.09,0.071,590428.1,3.85
VEH-02557,13.65,0.0733,535082.8,3.54,12.83,0.0779,636240.98,4.16
VEH-02558,18.71,0.0534,194854.75,2.75,17.13,0.0584,225146.44,3.1
VEH-02559,16.89,0.0592,276239.66,3.06,14.91,0.0671,301016.3,3.62
VEH-02560,18.68,0.0535,136216.89,2.23,18.06,0.0554,156549.49,2.53
VEH-02561,15.05,0.0664,569306.34,3.33,14.32,0.0698,679751.68,3.77
VEH-02562,16.74,0.0597,303930.25,2.8,14.97,0.0668,367605.17,3.31
VEH-02563,14.49,0.069,481546.9,3.38,13.3,0.0752,589599.12,3.67
VEH-02564,16.22,0.0617,115802.23,1.96,14.25,0.0702,134833.41,2.15
VEH-02565,15.55,0.0643,342014.89,2.95,14.28,0.07,398742.7,3.48
VEH-02566,16.3,0.0613,348898.21,3.17,15.61,0.0641,378387.86,3.75
VEH-02567,16.44,0.0608,301578.0,2.67,15.18,0.0659,341104.68,3.03
VEH-02568,15.11,0.0662,444407.13,3.2,14.38,0.0695,540472.92,3.47
VEH-02569,9.16,0.1092,1213651.72,4.25,8.45,0.1183,1355255.58,4.98
VEH-02570,16.59,0.0603,300915.01,2.94,15.68,0.0638,346189.78,3.09
VEH-02571,15.44,0.0648,342063.44,2.99,13.49,0.0741,400386.24,3.16
VEH-02572,17.46,0.0573,184249.95,2.55,16.67,0.06,223980.7,2.81
VEH-02573,14.89,0.0672,223531.95,2.53,13.34,0.075,254561.41,2.7
VEH-02574,16.33,0.0612,336466.05,3.09,14.65,0.0683,413664.86,3.63
VEH-02575,16.13,0.062,205776.39,2.61,14.46,0.0692,249993.49,2.98
VEH-02576,12.41,0.0806,821993.26,4.34,10.78,0.0928,952809.32,4.97
VEH-02577,13.63,0.0734,650388.34,3.57,12.43,0.0805,801686.12,4.04
VEH-02578,19.17,0.0522,112975.18,2.17,18.07,0.0553,135667.58,2.48
VEH-02579,13.64,0.0733,538972.89,3.29,11.74,0.0852,612290.92,3.82
VEH-02580,15.97,0.0626,413229.66,3.5,14.6,0.0685,463073.98,3.72
VEH-02581,16.11,0.0621,227000.38,2.42,14.63,0.0684,282973.07,2.82
VEH-02582,15.43,0.0648,363558.17,2.98,14.51,0.0689,411998.97,3.49
VEH-02583,17.18,0.0582,312191.33,2.9,16.21,0.0617,376217.94,3.12
VEH-02584,16.19,0.0618,379272.93,3.15,15.57,0.0642,441865.68,3.48
VEH-02585,15.76,0.0635,256088.15,2.52,14.04,0.0712,284408.05,2.78
VEH-02586,15.69,0.0637,275975.89,2.78,13.88,0.072,321907.08,3.11
VEH-02587,14.4,0.0694,530079.86,3.67,13.58,0.0736,610016.86,4.33
VEH-02588,15.75,0.0635,394247.37,3.33,14.1,0.0709,489382.84,3.78
VEH-02589,14.56,0.0687,551540.41,3.88,13.2,0.0758,614480.75,4.41
VEH-02590,12.41,0.0806,812136.99,4.01,11.04,0.0906,909698.67,4.73
VEH-02591,15.41,0.0649,386423.38,3.07,14.85,0.0673,455165.92,3.62
VEH-02592,14.86,0.0673,359968.55,2.91,13.6,0.0735,448798.54,3.11
VEH-02593,15.48,0.0646,403008.04,3.13,13.8,0.0725,496514.97,3.6
VEH-02594,18.75,0.0533,29916.24,1.89,17.81,0.0561,34232.56,2.02
VEH-02595,15.38,0.065,192174.51,2.36,14.88,0.0672,215607.4,2.71
VEH-02596,14.89,0.0672,350448.33,3.02,13.8,0.0725,402646.42,3.39
VEH-02597,13.2,0.0758,662916.07,3.62,11.61,0.0861,788831.2,3.85
VEH-02598,17.23,0.058,371261.74,3.16,15.54,0.0644,419527.5,3.59
VEH-02599,17.22,0.0581,316779.87,3.13,16.35,0.0612,383516.4,3.7
VEH-02600,12.08,0.0828,1034537.63,4.55,11.07,0.0903,1208269.87,4.88
VEH-02601,11.13,0.0898,832956.95,3.69,10.55,0.0948,956816.37,4.34
VEH-02602,16.56,0.0604,181199.04,2.34,15.84,0.0631,215648.45,2.5
VEH-02603,13.19,0.0758,643656.87,3.62,12.16,0.0822,700947.58,3.98
VEH-02604,13.9,0.0719,584932.27,3.39,13.05,0.0766,711225.09,3.59
VEH-02605,14.38,0.0695,697713.52,4.09,13.68,0.0731,757774.64,4.86
VEH-02606,14.73,0.0679,342828.86,2.9,14.02,0.0713,410779.29,3.31
VEH-02607,12.86,0.0778,726656.17,3.94,11.81,0.0847,879792.7,4.73
VEH-02608,18.51,0.054,149003.25,2.41,17.48,0.0572,162307.29,2.55
VEH-02609,16.49,0.0606,149832.9,2.44,15.58,0.0642,162952.37,2.89
VEH-02610,14.92,0.067,363797.61,3.1,13.96,0.0716,440997.88,3.46
VEH-02611,14.59,0.0685,427898.78,2.93,12.61,0.0793,487458.46,3.23
VEH-02612,18.39,0.0544,150926.34,2.32,17.48,0.0572,182433.44,2.66
VEH-02613,17.88,0.0559,168617.08,2.4,17.2,0.0581,198792.76,2.53
VEH-02614,15.77,0.0634,408118.73,3.2,14.96,0.0668,451805.16,3.76
VEH-02615,17.07,0.0586,238921.72,2.58,15.24,0.0656,291259.64,2.85
VEH-02616,13.38,0.0747,712112.53,3.88,11.86,0.0843,800072.86,4.63
VEH-02617,15.16,0.066,451942.58,3.12,14.32,0.0698,514629.4,3.47
VEH-02618,12.45,0.0803,742438.64,3.98,11.56,0.0865,831866.88,4.42
VEH-02619,17.73,0.0564,182405.2,2.33,17.21,0.0581,197847.8,2.71
VEH-02620,11.89,0.0841,812967.03,4.06,10.94,0.0914,977830.0,4.38
VEH-02621,16.03,0.0624,275965.22,2.97,14.08,0.071,322740.77,3.48
VEH-02622,14.41,0.0694,548226.99,3.44,13.03,0.0767,631634.04,3.83
VEH-02623,17.38,0.0575,83895.22,1.97,16.17,0.0618,90711.63,2.25
VEH-02624,14.43,0.0693,509273.04,3.5,12.64,0.0791,591394.65,4.07
VEH-02625,14.84,0.0674,263663.33,2.54,13.08,0.0765,295260.74,2.76
VEH-02626,16.53,0.0605,285312.0,2.8,15.56,0.0643,336371.28,3.1
VEH-02627,12.43,0.0805,827274.11,4.41,10.69,0.0935,1030714.16,4.76
VEH-02628,17.34,0.0577,182102.09,2.18,16.66,0.06,219217.49,2.61
VEH-02629,16.28,0.0614,389300.35,3.09,14.41,0.0694,435168.9,3.64
VEH-02630,17.97,0.0556,202549.49,2.48,16.0,0.0625,237211.48,2.67
VEH-02631,15.83,0.0632,456769.81,3.4,14.66,0.0682,504234.6,3.63
VEH-02632,17.22,0.0581,206438.72,2.43,15.73,0.0636,237183.4,2.79
VEH-02633,14.23,0.0703,549285.75,3.74,12.28,0.0814,608655.15,4.07
VEH-02634,16.15,0.0619,254481.82,2.65,14.62,0.0684,285061.5,2.85
VEH-02635,17.67,0.0566,282160.38,2.71,15.98,0.0626,342697.6,3.07
VEH-02636,19.84,0.0504,38334.01,2.2,19.02,0.0526,44384.72,2.54
VEH-02637,18.37,0.0544,31030.28,1.67,17.83,0.0561,36000.56,1.99
VEH-02638,17.26,0.0579,273176.18,2.78,16.08,0.0622,312175.75,3.07
VEH-02639,13.94,0.0717,530069.74,3.54,12.03,0.0831,606087.83,3.99
VEH-02640,19.11,0.0523,170615.17,2.47,18.48,0.0541,192680.92,2.64
VEH-02641,16.08,0.0622,344585.65,3.16,15.28,0.0654,387718.61,3.71
VEH-02642,15.72,0.0636,341637.94,3.02,14.74,0.0678,422483.55,3.25
VEH-02643,16.63,0.0601,306584.58,2.74,15.73,0.0636,382335.79,2.96
VEH-02644,16.68,0.06,342860.29,3.11,15.86,0.0631,397091.34,3.32
VEH-02645,17.56,0.0569,215213.93,2.61,16.75,0.0597,248983.12,2.86
VEH-02646,16.75,0.0597,285450.85,2.63,15.83,0.0632,321341.27,3.02
VEH-02647,15.5,0.0645,387700.83,3.14,13.75,0.0727,463462.61,3.57
VEH-02648,13.56,0.0737,635751.84,3.5,11.58,0.0864,781254.67,4.19
VEH-02649,20.0,0.05,161094.01,2.38,18.55,0.0539,193637.39,2.53
VEH-02650,18.9,0.0529,219560.91,2.84,18.14,0.0551,250586.35,3.13
VEH-02651,14.96,0.0668,396973.71,3.13,14.45,0.0692,436349.61,3.5
VEH-02652,18.36,0.0545,149502.84,2.2,16.55,0.0604,166747.44,2.45
VEH-02653,18.65,0.0536,228862.79,2.56,17.75,0.0563,250678.21,3.04
VEH-02654,18.09,0.0553,122335.4,2.19,17.39,0.0575,143752.88,2.46
VEH-02655,12.09,0.0827,939623.86,4.1,11.12,0.0899,1166980.69,4.57
VEH-02656,12.67,0.0789,672699.07,3.55,11.88,0.0842,767256.63,3.77
VEH-02657,15.22,0.0657,408652.36,3.16,13.54,0.0739,463488.69,3.52
VEH-02658,18.31,0.0546,40248.11,1.97,17.42,0.0574,47433.52,2.25
VEH-02659,17.24,0.058,188718.78,2.59,15.84,0.0631,207360.09,2.97
VEH-02660,16.48,0.0607,169178.79,2.17,15.11,0.0662,194845.31,2.29
VEH-02661,16.62,0.0602,380018.73,3.02,15.56,0.0643,431347.19,3.47
VEH-02662,15.55,0.0643,224991.97,2.52,14.94,0.0669,271034.51,2.75
VEH-02663,16.39,0.061,329368.5,2.89,15.05,0.0664,397610.0,3.38
VEH-02664,14.49,0.069,427304.6,3.31,12.53,0.0798,513147.65,3.62
VEH-02665,15.65,0.0639,483224.63,3.29,14.75,0.0678,561198.56,3.58
VEH-02666,14.62,0.0684,379042.45,3.23,13.1,0.0763,464556.2,3.4
VEH-02667,16.73,0.0598,124868.37,2.24,16.03,0.0624,153386.19,2.68
VEH-02668,13.68,0.0731,565582.96,3.39,12.36,0.0809,619536.84,3.91
VEH-02669,15.61,0.0641,305261.0,2.71,13.99,0.0715,375596.88,2.87
VEH-02670,13.24,0.0755,654686.49,3.58,12.68,0.0789,753675.65,4.22
VEH-02671,12.87,0.0777,636615.5,3.78,11.13,0.0898,744849.89,4.41
VEH-02672,13.86,0.0722,585439.72,3.68,13.17,0.0759,638862.55,4.22
VEH-02673,19.43,0.0515,208483.13,2.61,18.27,0.0547,254260.21,2.95
VEH-02674,17.53,0.057,230932.21,2.62,16.47,0.0607,254293.74,3.12
VEH-02675,14.72,0.0679,483762.93,3.61,13.59,0.0736,539440.6,4.07
VEH-02676,17.81,0.0561,175797.23,2.38,16.37,0.0611,204248.8,2.51
VEH-02677,15.72,0.0636,374971.46,3.03,14.38,0.0695,461340.68,3.54
VEH-02678,15.9,0.0629,400547.26,3.25,14.35,0.0697,460329.75,3.53
VEH-02679,14.68,0.0681,501341.26,3.05,13.29,0.0752,595122.94,3.29
VEH-02680,18.71,0.0534,149084.86,2.28,17.43,0.0574,167944.0,2.63
VEH-02681,13.35,0.0749,619972.68,3.38,11.79,0.0848,686537.79,4.01
VEH-02682,13.27,0.0754,793903.45,4.03,11.86,0.0843,893383.47,4.76
VEH-02683,15.1,0.0662,396589.72,3.27,13.44,0.0744,462489.31,3.46
VEH-02684,16.5,0.0606,261070.4,2.78,15.55,0.0643,324398.79,2.93
VEH-02685,14.04,0.0712,520975.9,3.22,12.89,0.0776,605600.84,3.53
VEH-02686,15.13,0.0661,475782.68,3.38,14.62,0.0684,516616.69,3.69
VEH-02687,15.01,0.0666,515333.69,3.42,14.36,0.0696,589610.13,4.01
VEH-02688,16.62,0.0602,256376.25,2.78,15.38,0.065,294850.31,3.14
VEH-02689,12.74,0.0785,520478.04,3.1,12.18,0.0821,621851.56,3.27
VEH-02690,16.43,0.0609,267004.88,2.74,15.46,0.0647,329846.03,3.25
VEH-02691,16.07,0.0622,356035.59,3.08,14.63,0.0684,413277.87,3.36
VEH-02692,17.29,0.0578,135279.01,2.23,15.55,0.0643,153284.15,2.43
VEH-02693,12.18,0.0821,762539.28,3.85,10.39,0.0962,916699.34,4.43
VEH-02694,17.0,0.0588,411214.62,3.09,15.42,0.0649,481103.4,3.59
VEH-02695,14.13,0.0708,622678.37,3.31,12.87,0.0777,770000.6,3.75
VEH-02696,12.77,0.0783,717831.05,3.58,11.19,0.0894,801603.36,4.22
VEH-02697,16.89,0.0592,241305.07,2.76,15.17,0.0659,273859.37,3.23
VEH-02698,14.16,0.0706,483250.92,3.5,12.17,0.0822,552656.99,3.95
VEH-02699,16.94,0.059,341513.92,2.64,16.14,0.062,397926.44,2.96
VEH-02700,14.02,0.0713,501677.73,3.6,13.35,0.0749,602353.11,4.25
VEH-02701,10.68,0.0936,1085370.11,4.46,9.66,0.1035,1251527.13,5.34
VEH-02702,16.01,0.0625,265264.29,2.33,15.47,0.0646,295739.09,2.79
VEH-02703,15.17,0.0659,488944.37,3.6,14.57,0.0686,581317.55,4.04
VEH-02704,16.34,0.0612,437459.2,3.44,15.0,0.0667,531436.31,3.88
VEH-02705,15.71,0.0637,241350.56,2.51,14.4,0.0694,300987.74,2.93
VEH-02706,16.13,0.062,307796.18,2.97,15.31,0.0653,379692.16,3.34
VEH-02707,15.27,0.0655,531014.37,3.5,14.25,0.0702,589696.93,4.11
VEH-02708,16.62,0.0602,166549.74,2.51,14.7,0.068,201537.93,2.86
VEH-02709,15.97,0.0626,364279.75,3.18,15.36,0.0651,439195.06,3.74
VEH-02710,18.29,0.0547,172699.21,2.52,17.53,0.057,192187.77,2.84
VEH-02711,17.22,0.0581,299046.32,2.71,15.37,0.0651,341217.06,3.04
VEH-02712,16.54,0.0605,304778.6,2.97,14.94,0.0669,337081.06,3.55
VEH-02713,13.85,0.0722,685824.6,4.2,12.24,0.0817,854929.18,4.43
VEH-02714,14.28,0.07,556767.59,3.56,12.44,0.0804,694786.75,3.88
VEH-02715,15.65,0.0639,285298.27,2.85,13.9,0.0719,313197.64,3.32
VEH-02716,18.01,0.0555,244606.01,2.48,16.54,0.0605,295245.16,2.73
VEH-02717,16.84,0.0594,250307.57,2.75,15.02,0.0666,310918.73,3.13
VEH-02718,18.37,0.0544,137809.14,2.25,17.77,0.0563,159182.74,2.64
