vehicle_id,vehicle_type,make,model_name,model_year,department,fuel_type,purchase_price_inr,odometer_km,vehicle_age_yrs,status_now,status_future,fleet_degradation_now,fleet_degradation_future
VEH-02147,Rescue Van,Force Motors,Traveller,2017,FIRE DEPARTMENT,Petrol,4146000,73250,7,Active,In Service,0.4561,0.5677
VEH-02149,Rescue Van,Force Motors,Traveller,2022,FIRE DEPARTMENT,Diesel,3699000,5000,2,Active,In Service,0.0511,0.1494
VEH-02150,Street Sweeper,Tata,LPT 1613,2017,PUBLIC WORKS,Diesel,2258000,26347,7,In Service,Under Maintenance,0.1795,0.2696
VEH-02152,Water Tanker,Tata,TIPPER 1618,2016,WATER DEPARTMENT,Diesel,988000,47604,8,In Service,Under Maintenance,0.2692,0.3595
VEH-02153,Patrol Car,Maruti Suzuki,Swift Dzire,2013,POLICE DEPARTMENT,Diesel,829000,77460,11,Active,Active,0.4892,0.5354
VEH-02154,Road Roller,CASE,SV210D,2018,PUBLIC WORKS,Diesel,1467000,32992,6,Active,Active,0.2083,0.3053
VEH-02155,Water Tanker,Tata,TIPPER 1618,2014,WATER DEPARTMENT,Diesel,5964000,103230,10,Under Maintenance,Under Maintenance,0.5318,0.594
VEH-02157,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2019,WATER DEPARTMENT,Petrol,3656000,36872,5,In Service,In Service,0.2405,0.2956
VEH-02159,Fire Engine,Ashok Leyland,Dost Strong,2014,FIRE DEPARTMENT,Diesel,5305000,50788,10,Active,Active,0.2331,0.3039
VEH-02160,Patrol Car,Maruti Suzuki,Swift Dzire,2018,POLICE DEPARTMENT,Diesel,4241000,36748,6,Active,Active,0.2103,0.2825
VEH-02161,Prison Van,Tata,Winger,2020,POLICE DEPARTMENT,Petrol,4659000,62282,4,Active,Active,0.2887,0.3197
VEH-02162,Patrol Car,Maruti Suzuki,Swift Dzire,2019,POLICE DEPARTMENT,Petrol,5043000,38046,5,In Service,In Service,0.1736,0.2279
VEH-02164,Garbage Truck,Ashok Leyland,Captain 3520,2013,PUBLIC WORKS,Petrol,838000,58684,11,In Service,In Service,0.3522,0.427
VEH-02165,Water Tender,Tata,ULTRA 812,2021,FIRE DEPARTMENT,CNG,4294000,10985,3,In Service,In Service,0.1367,0.2042
VEH-02166,Road Roller,CASE,SV210D,2018,PUBLIC WORKS,Diesel,5077000,7473,6,In Service,In Service,0.0977,0.1344
VEH-02167,SUV,Toyota,Innova Crysta,2018,POLICE DEPARTMENT,Petrol,1087000,20232,6,In Service,Under Maintenance,0.1778,0.2342
VEH-02168,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2020,WATER DEPARTMENT,Diesel,3570000,41975,4,Active,Active,0.1992,0.241
VEH-02169,Patrol Car,Maruti Suzuki,Swift Dzire,2016,POLICE DEPARTMENT,Electric,1694000,47574,8,Active,Active,0.2799,0.3247
VEH-02171,Motorcycle,Royal Enfield,Bullet 350,2019,POLICE DEPARTMENT,Diesel,5179000,41668,5,Under Maintenance,Under Maintenance,0.1607,0.1968
VEH-02172,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2015,WATER DEPARTMENT,Diesel,3191000,56919,9,In Service,In Service,0.3828,0.4829
VEH-02173,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2015,WATER DEPARTMENT,Electric,1760000,50095,9,Active,In Service,0.2563,0.3422
VEH-02174,Tipper Truck,Tata,Prima 3130.K,2023,PUBLIC WORKS,Petrol,4680000,39627,1,Active,Active,0.2333,0.3353
VEH-02176,Dump Truck,BharatBenz,1617R,2013,PUBLIC WORKS,Petrol,4330000,101301,11,In Service,In Service,0.552,0.602
VEH-02178,Motorcycle,Royal Enfield,Bullet 350,2015,POLICE DEPARTMENT,Diesel,2290000,58229,9,In Service,In Service,0.4171,0.4491
VEH-02179,SUV,Toyota,Innova Crysta,2018,POLICE DEPARTMENT,Diesel,3050000,9551,6,In Service,Under Maintenance,0.1482,0.1862
VEH-02180,Aerial Ladder Truck,Tata,LPT 2518,2023,FIRE DEPARTMENT,Petrol,1348000,29292,1,Under Maintenance,Under Maintenance,0.201,0.2977
VEH-02182,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2020,WATER DEPARTMENT,Diesel,2897000,75321,4,In Service,Under Maintenance,0.428,0.4765
VEH-02183,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2023,WATER DEPARTMENT,CNG,4347000,32640,1,Under Maintenance,Under Maintenance,0.2779,0.379
VEH-02185,SUV,Toyota,Innova Crysta,2012,POLICE DEPARTMENT,Diesel,1584000,91370,12,In Service,Under Maintenance,0.4891,0.5565
VEH-02186,Road Roller,CASE,SV210D,2016,PUBLIC WORKS,Diesel,3991000,46632,8,In Service,Under Maintenance,0.2467,0.3562
VEH-02187,Tipper Truck,Tata,Prima 3130.K,2018,PUBLIC WORKS,Petrol,3530000,55908,6,Under Maintenance,Under Maintenance,0.364,0.4499
VEH-02188,Prison Van,Tata,Winger,2018,POLICE DEPARTMENT,Petrol,5001000,76884,6,Active,Active,0.3651,0.4682
VEH-02189,Patrol Car,Maruti Suzuki,Swift Dzire,2021,POLICE DEPARTMENT,Petrol,4589000,5000,3,Active,In Service,0.0935,0.1933
VEH-02190,Motorcycle,Royal Enfield,Bullet 350,2017,POLICE DEPARTMENT,Diesel,3400000,118896,7,Active,In Service,0.7401,0.8218
VEH-02192,Road Roller,CASE,SV210D,2021,PUBLIC WORKS,CNG,5361000,21325,3,Under Maintenance,Under Maintenance,0.1606,0.2544
VEH-02193,Motorcycle,Royal Enfield,Bullet 350,2015,POLICE DEPARTMENT,Diesel,1670000,50552,9,Active,Active,0.2565,0.3297
VEH-02194,Water Tender,Tata,ULTRA 812,2014,FIRE DEPARTMENT,Diesel,2152000,94471,10,Active,Active,0.5704,0.6141
VEH-02195,Inspection Van,Maruti Suzuki,Eeco,2023,WATER DEPARTMENT,CNG,4306000,30580,1,Active,Active,0.1476,0.2016
VEH-02196,Aerial Ladder Truck,Tata,LPT 2518,2020,FIRE DEPARTMENT,Diesel,3547000,50279,4,Active,Active,0.2138,0.2777
VEH-02197,Rescue Van,Force Motors,Traveller,2023,FIRE DEPARTMENT,Diesel,1343000,47960,1,Active,In Service,0.2299,0.3127
VEH-02198,Road Roller,CASE,SV210D,2021,PUBLIC WORKS,Diesel,3320000,81597,3,Active,Active,0.4786,0.5354
VEH-02199,Aerial Ladder Truck,Tata,LPT 2518,2015,FIRE DEPARTMENT,Diesel,1413000,80273,9,Under Maintenance,Under Maintenance,0.4732,0.5216
VEH-02200,Water Tender,Tata,ULTRA 812,2019,FIRE DEPARTMENT,Diesel,1366000,70167,5,Under Maintenance,Under Maintenance,0.4186,0.4518
VEH-02201,Street Sweeper,Tata,LPT 1613,2012,PUBLIC WORKS,Diesel,2131000,128056,12,Under Maintenance,Under Maintenance,0.694,0.7431
VEH-02202,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2018,WATER DEPARTMENT,CNG,1693000,53954,6,Active,Active,0.3241,0.4026
VEH-02203,Rescue Van,Force Motors,Traveller,2023,FIRE DEPARTMENT,Diesel,5957000,5000,1,Active,Active,0.0346,0.0772
VEH-02204,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2017,WATER DEPARTMENT,Petrol,5781000,70123,7,Active,In Service,0.3846,0.4173
VEH-02205,Prison Van,Tata,Winger,2023,POLICE DEPARTMENT,Diesel,4566000,66673,1,In Service,In Service,0.3231,0.3598
VEH-02206,Garbage Truck,Ashok Leyland,Captain 3520,2012,PUBLIC WORKS,Petrol,5165000,95101,12,Under Maintenance,Under Maintenance,0.5163,0.632
VEH-02208,Road Roller,CASE,SV210D,2023,PUBLIC WORKS,CNG,3554000,10489,1,Active,Active,0.0664,0.1389
VEH-02210,Tipper Truck,Tata,Prima 3130.K,2022,PUBLIC WORKS,Petrol,5493000,33553,2,Active,In Service,0.1782,0.2283
VEH-02211,SUV,Toyota,Innova Crysta,2019,POLICE DEPARTMENT,Diesel,1062000,46038,5,Active,Active,0.2135,0.3303
VEH-02212,Prison Van,Tata,Winger,2015,POLICE DEPARTMENT,CNG,4992000,89868,9,Active,Active,0.4923,0.5244
VEH-02213,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2014,WATER DEPARTMENT,Diesel,1231000,88201,10,Under Maintenance,Under Maintenance,0.5426,0.6518
VEH-02214,Dump Truck,BharatBenz,1617R,2013,PUBLIC WORKS,Diesel,5710000,107561,11,Active,Active,0.5079,0.5731
VEH-02215,SUV,Toyota,Innova Crysta,2015,POLICE DEPARTMENT,Diesel,4297000,112325,9,Under Maintenance,Under Maintenance,0.558,0.6226
VEH-02217,Garbage Truck,Ashok Leyland,Captain 3520,2021,PUBLIC WORKS,Diesel,2894000,31829,3,In Service,Under Maintenance,0.2077,0.3252
VEH-02219,Dump Truck,BharatBenz,1617R,2021,PUBLIC WORKS,Diesel,5773000,32179,3,Active,Active,0.1519,0.261
VEH-02220,Water Tanker,Tata,TIPPER 1618,2016,WATER DEPARTMENT,Diesel,2329000,78656,8,Under Maintenance,Under Maintenance,0.4737,0.5062
VEH-02221,SUV,Toyota,Innova Crysta,2018,POLICE DEPARTMENT,Petrol,5278000,33837,6,Active,Active,0.2026,0.3133
VEH-02222,Fire Engine,Ashok Leyland,Dost Strong,2020,FIRE DEPARTMENT,Diesel,2745000,34377,4,Active,Active,0.2231,0.2723
VEH-02223,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2013,WATER DEPARTMENT,Petrol,2975000,75008,11,In Service,In Service,0.4127,0.471
VEH-02225,Water Tanker,Tata,TIPPER 1618,2022,WATER DEPARTMENT,Diesel,3605000,48446,2,In Service,In Service,0.2362,0.3485
VEH-02226,Fire Engine,Ashok Leyland,Dost Strong,2021,FIRE DEPARTMENT,Petrol,2904000,77859,3,In Service,Under Maintenance,0.4847,0.562
VEH-02228,SUV,Toyota,Innova Crysta,2023,POLICE DEPARTMENT,Diesel,3073000,5000,1,Active,Active,0.0538,0.1195
VEH-02231,Motorcycle,Royal Enfield,Bullet 350,2013,POLICE DEPARTMENT,CNG,4869000,39191,11,In Service,In Service,0.246,0.3073
VEH-02232,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2017,WATER DEPARTMENT,Petrol,4729000,17276,7,In Service,In Service,0.1497,0.2061
VEH-02233,Garbage Truck,Ashok Leyland,Captain 3520,2016,PUBLIC WORKS,Petrol,2676000,57453,8,Active,Active,0.3111,0.4238
VEH-02234,Street Sweeper,Tata,LPT 1613,2012,PUBLIC WORKS,Petrol,5161000,71851,12,In Service,In Service,0.4977,0.6004
VEH-02235,SUV,Toyota,Innova Crysta,2012,POLICE DEPARTMENT,Diesel,1002000,100918,12,Active,Active,0.5857,0.6302
VEH-02236,Patrol Car,Maruti Suzuki,Swift Dzire,2022,POLICE DEPARTMENT,Petrol,948000,73348,2,Active,Active,0.36,0.4738
VEH-02237,Road Roller,CASE,SV210D,2015,PUBLIC WORKS,CNG,5772000,88402,9,In Service,In Service,0.4311,0.528
VEH-02238,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2023,WATER DEPARTMENT,Diesel,5358000,34494,1,In Service,In Service,0.1652,0.2394
VEH-02239,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2015,WATER DEPARTMENT,CNG,2894000,100548,9,In Service,In Service,0.5768,0.6457
VEH-02241,SUV,Toyota,Innova Crysta,2017,POLICE DEPARTMENT,Diesel,4180000,128383,7,Active,Active,0.6199,0.6774
VEH-02242,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2021,WATER DEPARTMENT,Diesel,1684000,104218,3,Active,In Service,0.5638,0.6271
VEH-02243,Rescue Van,Force Motors,Traveller,2017,FIRE DEPARTMENT,Diesel,3172000,95321,7,Under Maintenance,Under Maintenance,0.4932,0.5854
VEH-02244,Road Roller,CASE,SV210D,2012,PUBLIC WORKS,Diesel,1129000,96033,12,Under Maintenance,Under Maintenance,0.4448,0.5432
VEH-02245,Road Roller,CASE,SV210D,2021,PUBLIC WORKS,CNG,2542000,98870,3,Under Maintenance,Under Maintenance,0.5211,0.5806
VEH-02246,Rescue Van,Force Motors,Traveller,2020,FIRE DEPARTMENT,CNG,1876000,64544,4,Active,Active,0.3913,0.5043
VEH-02247,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2022,WATER DEPARTMENT,CNG,5071000,31985,2,Active,Active,0.2591,0.3121
VEH-02248,Dump Truck,BharatBenz,1617R,2018,PUBLIC WORKS,CNG,4634000,108909,6,Under Maintenance,Under Maintenance,0.5736,0.6348
VEH-02249,Motorcycle,Royal Enfield,Bullet 350,2018,POLICE DEPARTMENT,CNG,1118000,149818,6,In Service,In Service,0.8694,0.9171
VEH-02250,Inspection Van,Maruti Suzuki,Eeco,2022,WATER DEPARTMENT,CNG,3597000,66977,2,Under Maintenance,Under Maintenance,0.3516,0.43
VEH-02251,Inspection Van,Maruti Suzuki,Eeco,2018,WATER DEPARTMENT,Diesel,4575000,63310,6,In Service,In Service,0.4042,0.5241
VEH-02252,Garbage Truck,Ashok Leyland,Captain 3520,2013,PUBLIC WORKS,Diesel,4041000,83408,11,Under Maintenance,Under Maintenance,0.4865,0.5811
VEH-02253,Prison Van,Tata,Winger,2013,POLICE DEPARTMENT,Diesel,1081000,164766,11,Active,Active,0.8801,0.9525
VEH-02254,Dump Truck,BharatBenz,1617R,2017,PUBLIC WORKS,Diesel,1826000,58969,7,Under Maintenance,Under Maintenance,0.4187,0.5371
VEH-02255,Street Sweeper,Tata,LPT 1613,2018,PUBLIC WORKS,Electric,2799000,46348,6,In Service,Under Maintenance,0.1542,0.1886
VEH-02256,Rescue Van,Force Motors,Traveller,2014,FIRE DEPARTMENT,Diesel,1466000,103880,10,Active,Active,0.6372,0.6929
VEH-02257,Rescue Van,Force Motors,Traveller,2015,FIRE DEPARTMENT,Petrol,1562000,35711,9,In Service,In Service,0.223,0.3285
VEH-02258,Water Tender,Tata,ULTRA 812,2023,FIRE DEPARTMENT,Petrol,2809000,11885,1,Active,In Service,0.0779,0.1551
VEH-02260,Aerial Ladder Truck,Tata,LPT 2518,2018,FIRE DEPARTMENT,Diesel,1148000,33626,6,Active,Active,0.2243,0.2955
VEH-02261,SUV,Toyota,Innova Crysta,2018,POLICE DEPARTMENT,Diesel,4594000,67669,6,Active,Active,0.3034,0.3353
VEH-02262,Patrol Car,Maruti Suzuki,Swift Dzire,2015,POLICE DEPARTMENT,Diesel,3624000,27819,9,Active,Active,0.1809,0.2626
VEH-02263,Dump Truck,BharatBenz,1617R,2018,PUBLIC WORKS,Petrol,5798000,120951,6,In Service,In Service,0.6262,0.7131
VEH-02264,Water Tender,Tata,ULTRA 812,2016,FIRE DEPARTMENT,Diesel,2259000,29577,8,In Service,In Service,0.2096,0.2578
VEH-02265,Motorcycle,Royal Enfield,Bullet 350,2012,POLICE DEPARTMENT,Diesel,2156000,35575,12,Active,Active,0.2654,0.3842
VEH-02266,SUV,Toyota,Innova Crysta,2021,POLICE DEPARTMENT,Diesel,2564000,56115,3,Active,In Service,0.2776,0.3827
VEH-02267,SUV,Toyota,Innova Crysta,2015,POLICE DEPARTMENT,Diesel,3629000,45199,9,Active,In Service,0.1967,0.2684
VEH-02268,Motorcycle,Royal Enfield,Bullet 350,2018,POLICE DEPARTMENT,Diesel,2388000,91361,6,Under Maintenance,Under Maintenance,0.5028,0.5606
VEH-02270,Water Tender,Tata,ULTRA 812,2013,FIRE DEPARTMENT,Diesel,5269000,60870,11,In Service,In Service,0.348,0.4404
VEH-02271,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2012,WATER DEPARTMENT,CNG,1305000,38066,12,Active,Active,0.201,0.2546
VEH-02272,Water Tender,Tata,ULTRA 812,2013,FIRE DEPARTMENT,Petrol,3399000,52841,11,Active,In Service,0.3215,0.387
VEH-02273,Rescue Van,Force Motors,Traveller,2021,FIRE DEPARTMENT,CNG,4722000,42264,3,Under Maintenance,Under Maintenance,0.2562,0.3248
VEH-02274,Motorcycle,Royal Enfield,Bullet 350,2019,POLICE DEPARTMENT,Diesel,5775000,98143,5,In Service,Under Maintenance,0.4928,0.5996
VEH-02275,Road Roller,CASE,SV210D,2022,PUBLIC WORKS,Diesel,5385000,39528,2,In Service,Under Maintenance,0.148,0.2546
VEH-02276,Prison Van,Tata,Winger,2019,POLICE DEPARTMENT,Diesel,1903000,83577,5,In Service,Under Maintenance,0.4164,0.5162
VEH-02277,Prison Van,Tata,Winger,2019,POLICE DEPARTMENT,Diesel,3195000,43947,5,In Service,Under Maintenance,0.2815,0.3805
VEH-02278,Aerial Ladder Truck,Tata,LPT 2518,2012,FIRE DEPARTMENT,CNG,3823000,45430,12,In Service,In Service,0.2708,0.3453
VEH-02279,Motorcycle,Royal Enfield,Bullet 350,2012,POLICE DEPARTMENT,Diesel,2490000,81403,12,Active,Active,0.5241,0.6253
VEH-02280,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2023,WATER DEPARTMENT,Electric,2455000,59909,1,Active,Active,0.2623,0.3696
VEH-02283,Water Tender,Tata,ULTRA 812,2017,FIRE DEPARTMENT,Petrol,4849000,52064,7,In Service,In Service,0.2605,0.3796
VEH-02284,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2019,WATER DEPARTMENT,Diesel,3129000,30001,5,Under Maintenance,Under Maintenance,0.1391,0.1849
VEH-02285,Water Tanker,Tata,TIPPER 1618,2013,WATER DEPARTMENT,Diesel,5333000,96649,11,Under Maintenance,Under Maintenance,0.5763,0.6944
VEH-02287,Garbage Truck,Ashok Leyland,Captain 3520,2017,PUBLIC WORKS,CNG,2731000,54798,7,In Service,In Service,0.2952,0.4092
VEH-02289,Fire Engine,Ashok Leyland,Dost Strong,2015,FIRE DEPARTMENT,Petrol,3948000,80588,9,Active,Active,0.4511,0.5636
VEH-02290,Water Tanker,Tata,TIPPER 1618,2023,WATER DEPARTMENT,Diesel,3338000,56236,1,Active,Active,0.2944,0.3659
VEH-02291,Prison Van,Tata,Winger,2013,POLICE DEPARTMENT,Diesel,3958000,45537,11,In Service,In Service,0.2159,0.2595
VEH-02293,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2015,WATER DEPARTMENT,Diesel,5696000,106224,9,Under Maintenance,Under Maintenance,0.6371,0.6946
VEH-02294,Fire Engine,Ashok Leyland,Dost Strong,2019,FIRE DEPARTMENT,Diesel,5653000,22576,5,Under Maintenance,Under Maintenance,0.2247,0.2771
VEH-02295,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2019,WATER DEPARTMENT,Diesel,4846000,44104,5,Under Maintenance,Under Maintenance,0.2953,0.4123
VEH-02296,Water Tanker,Tata,TIPPER 1618,2018,WATER DEPARTMENT,Petrol,5978000,105928,6,Under Maintenance,Under Maintenance,0.5699,0.6139
VEH-02297,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2021,WATER DEPARTMENT,Diesel,1885000,33970,3,In Service,In Service,0.2824,0.3741
VEH-02298,Inspection Van,Maruti Suzuki,Eeco,2020,WATER DEPARTMENT,Electric,3050000,41402,4,In Service,Under Maintenance,0.2262,0.3023
VEH-02299,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2015,WATER DEPARTMENT,Diesel,4084000,75438,9,Active,In Service,0.3789,0.412
VEH-02301,Prison Van,Tata,Winger,2021,POLICE DEPARTMENT,Diesel,1985000,53276,3,Active,In Service,0.2657,0.3797
VEH-02302,Water Tender,Tata,ULTRA 812,2021,FIRE DEPARTMENT,Diesel,1025000,115272,3,Under Maintenance,Under Maintenance,0.6641,0.7676
VEH-02303,Fire Engine,Ashok Leyland,Dost Strong,2023,FIRE DEPARTMENT,Electric,5717000,39572,1,In Service,In Service,0.2068,0.2895
VEH-02305,Tipper Truck,Tata,Prima 3130.K,2015,PUBLIC WORKS,Petrol,3251000,84961,9,Active,Active,0.5094,0.5519
VEH-02306,Water Tender,Tata,ULTRA 812,2013,FIRE DEPARTMENT,CNG,915000,42393,11,Under Maintenance,Under Maintenance,0.2887,0.3845
VEH-02307,Water Tanker,Tata,TIPPER 1618,2020,WATER DEPARTMENT,CNG,3597000,29782,4,Active,Active,0.2344,0.3325
VEH-02308,Patrol Car,Maruti Suzuki,Swift Dzire,2016,POLICE DEPARTMENT,Petrol,5154000,70236,8,In Service,In Service,0.3484,0.4646
VEH-02309,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2014,WATER DEPARTMENT,CNG,3182000,105063,10,Active,Active,0.5664,0.6149
VEH-02311,Rescue Van,Force Motors,Traveller,2017,FIRE DEPARTMENT,Petrol,1913000,55612,7,In Service,Under Maintenance,0.3582,0.427
VEH-02312,Garbage Truck,Ashok Leyland,Captain 3520,2021,PUBLIC WORKS,CNG,1854000,50314,3,Active,Active,0.2787,0.3189
VEH-02313,Water Tender,Tata,ULTRA 812,2012,FIRE DEPARTMENT,Diesel,3913000,105331,12,Active,Active,0.5732,0.6334
VEH-02314,SUV,Toyota,Innova Crysta,2018,POLICE DEPARTMENT,CNG,5013000,104682,6,Under Maintenance,Under Maintenance,0.6069,0.6699
VEH-02315,Garbage Truck,Ashok Leyland,Captain 3520,2019,PUBLIC WORKS,Diesel,825000,94133,5,Under Maintenance,Under Maintenance,0.5511,0.6219
VEH-02316,Water Tanker,Tata,TIPPER 1618,2018,WATER DEPARTMENT,CNG,2119000,50499,6,Active,Active,0.283,0.3393
VEH-02318,Aerial Ladder Truck,Tata,LPT 2518,2020,FIRE DEPARTMENT,Diesel,3462000,34167,4,Active,Active,0.2187,0.3032
VEH-02319,Aerial Ladder Truck,Tata,LPT 2518,2015,FIRE DEPARTMENT,Diesel,4008000,54670,9,Active,Active,0.3008,0.368
VEH-02320,Aerial Ladder Truck,Tata,LPT 2518,2018,FIRE DEPARTMENT,CNG,3622000,56357,6,Active,Active,0.4222,0.4858
VEH-02321,Tipper Truck,Tata,Prima 3130.K,2020,PUBLIC WORKS,Diesel,2069000,39918,4,In Service,In Service,0.2061,0.2951
VEH-02322,Motorcycle,Royal Enfield,Bullet 350,2016,POLICE DEPARTMENT,Petrol,5328000,63226,8,Active,Active,0.3174,0.3523
VEH-02323,Motorcycle,Royal Enfield,Bullet 350,2013,POLICE DEPARTMENT,Petrol,4827000,116977,11,Active,Active,0.6663,0.7743
VEH-02325,Road Roller,CASE,SV210D,2015,PUBLIC WORKS,Electric,2735000,49977,9,In Service,In Service,0.31,0.345
VEH-02326,Garbage Truck,Ashok Leyland,Captain 3520,2019,PUBLIC WORKS,Diesel,2506000,92040,5,In Service,In Service,0.5065,0.6003
VEH-02327,Dump Truck,BharatBenz,1617R,2016,PUBLIC WORKS,Petrol,4658000,69062,8,Active,In Service,0.4277,0.4804
VEH-02328,Inspection Van,Maruti Suzuki,Eeco,2020,WATER DEPARTMENT,Diesel,1440000,19438,4,Active,In Service,0.1072,0.1759
VEH-02329,Prison Van,Tata,Winger,2020,POLICE DEPARTMENT,Diesel,976000,36945,4,Active,In Service,0.2166,0.271
VEH-02330,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2014,WATER DEPARTMENT,Diesel,5833000,49116,10,Active,Active,0.3276,0.3769
VEH-02332,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2017,WATER DEPARTMENT,CNG,5702000,118055,7,Under Maintenance,Under Maintenance,0.6409,0.7044
VEH-02333,Motorcycle,Royal Enfield,Bullet 350,2017,POLICE DEPARTMENT,Diesel,3647000,68226,7,In Service,In Service,0.3894,0.4577
VEH-02334,Patrol Car,Maruti Suzuki,Swift Dzire,2015,POLICE DEPARTMENT,Diesel,1303000,87700,9,In Service,In Service,0.5378,0.6405
VEH-02335,Water Tanker,Tata,TIPPER 1618,2022,WATER DEPARTMENT,Electric,3401000,72309,2,Active,Active,0.3701,0.4882
VEH-02336,Fire Engine,Ashok Leyland,Dost Strong,2021,FIRE DEPARTMENT,Diesel,2672000,65639,3,Under Maintenance,Under Maintenance,0.3521,0.395
VEH-02337,Water Tender,Tata,ULTRA 812,2014,FIRE DEPARTMENT,Diesel,3812000,95963,10,Under Maintenance,Under Maintenance,0.447,0.544
VEH-02339,Inspection Van,Maruti Suzuki,Eeco,2023,WATER DEPARTMENT,Diesel,3229000,16358,1,Active,Active,0.0891,0.1527
VEH-02340,Water Tender,Tata,ULTRA 812,2018,FIRE DEPARTMENT,Petrol,5049000,76166,6,Active,Active,0.33,0.4194
VEH-02341,Patrol Car,Maruti Suzuki,Swift Dzire,2016,POLICE DEPARTMENT,Electric,3350000,98100,8,Under Maintenance,Under Maintenance,0.5055,0.6148
VEH-02342,Water Tanker,Tata,TIPPER 1618,2021,WATER DEPARTMENT,Diesel,5748000,42073,3,In Service,Under Maintenance,0.2266,0.3143
VEH-02343,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2018,WATER DEPARTMENT,Petrol,3253000,74114,6,Under Maintenance,Under Maintenance,0.4588,0.5522
VEH-02345,Road Roller,CASE,SV210D,2019,PUBLIC WORKS,Diesel,3179000,32739,5,In Service,In Service,0.2028,0.297
VEH-02346,Prison Van,Tata,Winger,2014,POLICE DEPARTMENT,Diesel,2895000,35854,10,In Service,Under Maintenance,0.2184,0.3371
VEH-02347,Motorcycle,Royal Enfield,Bullet 350,2018,POLICE DEPARTMENT,Petrol,4693000,35818,6,Active,Active,0.1231,0.2395
VEH-02349,Patrol Car,Maruti Suzuki,Swift Dzire,2014,POLICE DEPARTMENT,Diesel,1930000,67128,10,Active,Active,0.3658,0.4752
VEH-02350,Water Tanker,Tata,TIPPER 1618,2014,WATER DEPARTMENT,Electric,2928000,75859,10,Under Maintenance,Under Maintenance,0.4336,0.5168
VEH-02351,SUV,Toyota,Innova Crysta,2021,POLICE DEPARTMENT,CNG,845000,74796,3,Active,In Service,0.4963,0.537
VEH-02352,Street Sweeper,Tata,LPT 1613,2020,PUBLIC WORKS,Electric,896000,90285,4,Under Maintenance,Under Maintenance,0.4809,0.5989
VEH-02353,Prison Van,Tata,Winger,2013,POLICE DEPARTMENT,Diesel,1554000,54671,11,Active,Active,0.3041,0.3892
VEH-02354,Dump Truck,BharatBenz,1617R,2015,PUBLIC WORKS,CNG,4767000,131118,9,In Service,Under Maintenance,0.7016,0.7411
VEH-02355,Patrol Car,Maruti Suzuki,Swift Dzire,2017,POLICE DEPARTMENT,Petrol,1192000,54669,7,Active,Active,0.4233,0.5048
VEH-02356,Water Tanker,Tata,TIPPER 1618,2014,WATER DEPARTMENT,Electric,5691000,105324,10,In Service,In Service,0.6318,0.7267
VEH-02357,Dump Truck,BharatBenz,1617R,2023,PUBLIC WORKS,Electric,1806000,54282,1,In Service,Under Maintenance,0.3283,0.3796
VEH-02358,Water Tanker,Tata,TIPPER 1618,2021,WATER DEPARTMENT,Electric,5409000,49343,3,Active,Active,0.2706,0.362
VEH-02359,Aerial Ladder Truck,Tata,LPT 2518,2021,FIRE DEPARTMENT,Electric,5742000,39270,3,Under Maintenance,Under Maintenance,0.2205,0.3374
VEH-02360,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2018,WATER DEPARTMENT,Diesel,3023000,58524,6,Under Maintenance,Under Maintenance,0.3525,0.4033
VEH-02361,Water Tanker,Tata,TIPPER 1618,2018,WATER DEPARTMENT,Petrol,3518000,28675,6,Active,Active,0.1542,0.2283
VEH-02362,Aerial Ladder Truck,Tata,LPT 2518,2016,FIRE DEPARTMENT,Diesel,2468000,94580,8,In Service,In Service,0.455,0.5133
VEH-02364,Aerial Ladder Truck,Tata,LPT 2518,2013,FIRE DEPARTMENT,Electric,3452000,82260,11,Under Maintenance,Under Maintenance,0.4278,0.5331
VEH-02365,Water Tender,Tata,ULTRA 812,2015,FIRE DEPARTMENT,Diesel,5904000,96356,9,Active,Active,0.5363,0.6404
